name,play_for_free,top_seller,deal,history,discount,price,rating,ends in,started,release,lowest_price
ATOMEGA,no,no,,not the lowest price,0.75,7.49,0.7432,,,2017-09-01,4.99
Alchemist Adventure,no,no,,new historical low,0.65,10.14,0.7431,,,2021-06-01,10.14
Cute Honey 2,no,no,Week Long Deal,not the lowest price,0.35,2.91,0.7429000000000001,,,2020-09-01,2.24
Tomb Raider: Underworld,no,no,,,0.89,1.86,0.7428,,,2008-11-01,
Lost in Harmony,no,no,,,0.8,3.58,0.7428,,,2018-06-01,
Re.Surs,no,no,,not the lowest price,0.3,25.2,0.7428,,,2021-11-01,3.81
VR Dungeon Knight,no,no,,not the lowest price,0.54,32.22,0.7426,,,2017-04-01,5.54
MOAI: Build Your Dream,no,no,Week Long Deal,not the lowest price,0.9,2.35,0.7425,,,2013-04-01,1.39
Game Of Puzzles: Nature,no,no,,,0.86,0.89,0.742,,,2019-04-01,
My Master's A Moron,no,no,Week Long Deal,,0.75,7.24,0.742,,,2022-06-01,
Gachimuchi Life Simulator,no,no,,not the lowest price,0.69,1.39,0.742,,,2021-07-01,1.12
Solos,no,no,Week Long Deal,,0.9,2.06,0.7419,,,2020-04-01,
ONE WAY,no,no,,,0.9,0.86,0.7419,in 14 days,6 hours ago,2022-02-01,
Escape Zolstar,no,no,Week Long Deal,not the lowest price,0.75,1.62,0.7419,in 2 days,5 days ago,2019-10-01,1.16
HopDodge,no,no,Week Long Deal,not the lowest price,0.7,9.89,0.7419,in 2 days,5 days ago,2022-06-01,3.29
Indemon Tales,no,no,,,0.69,7.28,0.7419,in 2 days,12 days ago,2023-05-01,
Qubes,no,no,Week Long Deal,not the lowest price,0.6,4.35,0.7419,in 2 days,5 days ago,2019-03-01,1.08
Trials of Proelium,no,no,Week Long Deal,not the lowest price,0.6,9.95,0.7419,in 2 days,5 days ago,2021-12-01,4.97
Sorcerer Knights,no,no,Week Long Deal,not the lowest price,0.5,5.44,0.7419,in 2 days,5 days ago,2021-09-01,3.26
Little Ninja,no,no,,,0.5,1.14,0.7419,in 2 days,5 days ago,2022-04-01,
Hentai Casual Swap,no,no,Week Long Deal,,0.5,1.74,0.7419,in 2 days,5 days ago,2023-03-01,
Chinese Chess Party (Xiangqi),no,no,Week Long Deal,not the lowest price,0.5,16.49,0.7419,in 2 days,5 days ago,2023-03-01,3.29
Pretty Hentai Girls,no,no,,new historical low,0.45,3.84,0.7419,in 12 days,2 days ago,2023-01-01,3.84
幻境咖啡馆-Dreamland coffee,no,no,Week Long Deal,,0.35,15.27,0.7419,in 2 days,5 days ago,2023-01-01,
Walthros: Renewal,no,no,Week Long Deal,new historical low,0.3,20.29,0.7419,in 2 days,5 days ago,2023-03-01,20.29
The Crimson Flower that Divides: Lunar Coupling,no,no,,new historical low,0.3,94.49,0.7419,in 4 days,10 days ago,2023-06-01,94.49
Doodle World Deluxe,no,no,Week Long Deal,,0.3,23.09,0.7419,in 2 days,yesterday,2023-03-01,
Tracery of Fate,no,no,Week Long Deal,not the lowest price,0.25,26.84,0.7419,in 2 days,5 days ago,2022-07-01,14.24
Sakura Bunny Girls,no,no,Introductory Offer,new historical low,0.25,24.74,0.7419,in 2 days,5 days ago,2023-07-01,24.74
Quadrium,no,no,,new historical low,0.25,15.36,0.7419,in 13 days,yesterday,2023-04-01,15.36
Arcanika,no,no,,,0.15,14.44,0.7419,,,2023-04-01,
Call of Duty®: Modern Warfare®,no,no,,,0.67,82.17,0.7418,,,2023-03-01,
Age of Fear 2: The Chaos Lord GOLD,no,no,,not the lowest price,0.8,9.99,0.7417,,,2016-03-01,2.99
Deus Ex: Mankind Divided,no,no,,,0.85,9.74,0.7415,,,2016-08-01,
Out of the Park Baseball 24,no,no,,,0.5,53.99,0.7415,,,2023-03-01,
Furry Woof and Nya,no,no,,,0.81,0.85,0.7414000000000001,,,2020-08-01,
Source of Madness,no,no,,,0.5,18.99,0.7413,,,2022-05-01,
SPACERIFT: Arcanum System,no,no,Week Long Deal,not the lowest price,0.6,14.79,0.741,,,2020-12-01,3.71
Soundfall,no,no,Week Long Deal,new historical low,0.7,17.39,0.7409,,,2022-05-01,17.39
No-brainer Heroes 挂机吧！勇者,no,no,,not the lowest price,0.5,10.34,0.7409,,,2019-11-01,4.13
Dead Rising 3 Apocalypse Edition,no,no,,,0.7,25.49,0.7408,,,2014-09-01,
Hot And Lovely 3,no,no,Week Long Deal,not the lowest price,0.4,2.69,0.7408,,,2020-05-01,1.12
Dofamine,no,no,,not the lowest price,0.94,14.38,0.7406999999999999,,,2020-10-01,2.89
Star Trek™: Bridge Crew,no,no,,not the lowest price,0.6,29.99,0.7406,,,2017-05-01,22.49
Cursed to Golf,no,no,,,0.4,22.79,0.7404999999999999,,,2022-08-01,
Dead Space™ 3,no,no,,,0.75,14.75,0.7403,,,2013-02-01,
White Shadows,no,no,,,0.6,15.19,0.7402,,,2021-12-01,
Snake Deluxe,no,no,,new historical low,0.65,2.27,0.74,,,2021-07-01,2.27
Jewel Match Solitaire X Collector's Edition,no,no,,new historical low,0.55,12.1,0.74,,,2022-05-01,12.1
LAB2-UndeR GrounD-,no,no,,,0.5,14.49,0.74,,,2019-02-01,
Alpha Lyrae Discovery,no,no,Week Long Deal,not the lowest price,0.5,5.44,0.74,,,2019-09-01,1.85
Hot And Lovely 5,no,no,Week Long Deal,,0.3,3.14,0.7397,,,2022-08-01,
Wizardry School: Escape Room,no,no,Week Long Deal,new historical low,0.2,28.63,0.7395999999999999,,,2023-06-01,28.63
Deadly Premonition 2: A Blessing in Disguise,no,no,,,0.5,37.74,0.7395,,,2022-06-01,
Zodiac Girls,no,no,,,0.81,0.85,0.7393000000000001,,,2020-08-01,
Hitler Loves Anime,no,no,Week Long Deal,not the lowest price,0.5,3.24,0.7393000000000001,,,2022-01-01,1.94
The Beggar's Ride,no,no,Week Long Deal,not the lowest price,0.7,3.59,0.7392,,,2016-05-01,1.19
Pipeline Of Emperor Yu,no,no,Week Long Deal,not the lowest price,0.78,1.42,0.7389,,,2020-01-01,1.16
Clutter Evolution: Beyond Xtreme,no,no,,,0.75,5.17,0.7389,,,2020-10-01,
Island of Aito,no,no,Week Long Deal,not the lowest price,0.6,8.19,0.7389,,,2022-05-01,7.5
Sex in the Sky,no,no,Introductory Offer,new historical low,0.4,4.19,0.7389,,,2023-07-01,4.19
Annwn: the Otherworld,no,no,,not the lowest price,0.35,18.84,0.7389,,,2019-03-01,11.59
KAKUDO,no,no,,not the lowest price,0.1,15.29,0.7389,,,2023-03-01,12.74
UNDETECTED,no,no,,not the lowest price,0.4,17.39,0.7387999999999999,,,2022-09-01,15.94
Double Dragon Gaiden: Rise Of The Dragons,no,no,Introductory Offer,new historical low,0.1,74.98,0.7387999999999999,,,2023-07-01,74.98
Time Tenshi 2,no,no,Week Long Deal,,0.65,6.99,0.7387,,,2016-06-01,
RussianPunk 2007,no,no,,,0.65,0.8,0.7387,,,2021-11-01,
Windlands,no,no,Week Long Deal,not the lowest price,0.5,18.49,0.7387,,,2016-04-01,3.69
Space Cats Tactics,no,no,Introductory Offer,new historical low,0.1,42.29,0.7387,,,2023-07-01,42.29
The Banished Vault,no,no,Introductory Offer,new historical low,0.1,66.59,0.7387,,,2023-07-01,66.59
Demolish & Build 2018,no,no,,,0.9,2.06,0.7384999999999999,,,2018-03-01,
The Happy Hereafter,no,no,Week Long Deal,not the lowest price,0.9,1.37,0.7384000000000001,,,2013-10-01,0.83
Dragon Age™ Inquisition,no,no,,not the lowest price,0.75,49.75,0.7382,,,2014-11-01,23.88
Seven: Enhanced Edition,no,no,,,0.8,9.99,0.738,,,2017-12-01,
Jet Set Knights,no,no,Week Long Deal,not the lowest price,0.75,8.24,0.738,,,2016-01-01,3.99
Watch_Dogs™,no,no,,not the lowest price,0.85,13.49,0.7379000000000001,,,2014-05-01,5.99
RAIDBORN,no,no,,not the lowest price,0.2,59.19,0.7378,,,2023-03-01,56.23
Shu,no,no,,,0.9,2.06,0.7376999999999999,,,2016-10-01,
Cooking Trip: Back on the road,no,no,Week Long Deal,,0.9,2.06,0.7375,,,2019-07-01,
TinyShot,no,no,,,0.9,2.06,0.7375,,,2021-02-01,
Jewel Match Atlantis Solitaire 2 - Collector's Edition,no,no,,,0.75,6.72,0.7375,,,2021-03-01,
Square,no,no,,,0.71,0.66,0.7375,,,2022-03-01,
Sex Chess,no,no,,not the lowest price,0.64,22.83,0.7375,,,2022-11-01,11.92
Druidwalker,no,no,,,0.1,11.24,0.7375,,,2023-06-01,
Gomo,no,no,,,0.9,1.04,0.7373999999999999,,,2013-12-01,
The Madness of Little Emma,no,no,Week Long Deal,not the lowest price,0.9,2.99,0.7373000000000001,,,2015-12-01,1.79
MY WOLF - Desktop Wild Pet,no,no,,not the lowest price,0.3,6.08,0.7373000000000001,,,2022-06-01,4.34
Furry Striptease,no,no,,,0.71,0.66,0.737,,,2022-09-01,
Afterlife VR,no,no,,not the lowest price,0.25,28.33,0.7367,,,2022-09-01,20.29
Wizard Lady,no,no,,,0.81,0.85,0.7365999999999999,,,2020-04-01,
Sniper: Ghost Warrior 2,no,no,,not the lowest price,0.8,3.99,0.7365999999999999,,,2013-03-01,1.99
Forest Fortress,no,no,,not the lowest price,0.8,9.39,0.7365999999999999,,,2018-04-01,8.0
"A Fear Of Heights, And Other Things",no,no,Week Long Deal,not the lowest price,0.25,1.71,0.7365999999999999,,,2016-10-01,1.09
Achievement Clicker 2018,no,no,Week Long Deal,,0.55,1.03,0.7365,,,2018-01-01,
Build Lands,no,no,,not the lowest price,0.36,13.32,0.7363,,,2022-08-01,5.21
Zombie Vikings,no,no,,,0.9,2.39,0.7362000000000001,,,2015-12-01,
Yooka-Laylee,no,no,Week Long Deal,not the lowest price,0.9,10.59,0.7362000000000001,,,2017-04-01,8.49
Made in Ohio,no,no,Week Long Deal,,0.5,1.74,0.7362000000000001,,,2023-03-01,
Dead Age 2: The Zombie Survival RPG,no,no,,,0.8,6.99,0.736,,,2021-03-01,
Dead Island: Riptide Definitive Edition,no,no,,,0.85,5.54,0.7359,,,2016-05-01,
Nudist Beach Survival Simulator,no,no,,,0.75,1.12,0.7359,,,2017-09-01,
Water Physics Simulation,no,no,Week Long Deal,not the lowest price,0.5,13.24,0.7359,,,2021-10-01,6.19
Saints Row: Gat out of Hell,no,no,,not the lowest price,0.75,6.99,0.7358,,,2015-01-01,5.59
Gnomes Garden New home,no,no,Week Long Deal,,0.9,1.08,0.7356999999999999,,,2017-12-01,
Sexual Void,no,no,Week Long Deal,not the lowest price,0.4,3.89,0.7354,,,2020-09-01,1.29
Making History: The Second World War,no,no,Week Long Deal,not the lowest price,0.33,59.62,0.7352,,,2018-04-01,22.24
Donuts'n'Justice,no,no,Week Long Deal,not the lowest price,0.66,5.77,0.7348,,,2016-11-01,2.62
Aery - Vikings,no,no,Week Long Deal,not the lowest price,0.35,13.44,0.7345,,,2022-07-01,12.41
Higgs Boson: Timed Puzzle,no,no,Week Long Deal,not the lowest price,0.2,2.79,0.7345,,,2021-09-01,1.37
EvilMorph,no,no,Week Long Deal,,0.66,2.2,0.7340000000000001,,,2017-02-01,
Lost Grimoires 3: The Forgotten Well,no,no,,,0.75,7.24,0.7339,,,2017-12-01,
The paladin & The succubi servant,no,no,Week Long Deal,,0.3,29.39,0.7336,,,2023-01-01,
Sentinel 3: Homeworld,no,no,,not the lowest price,0.8,2.79,0.7334999999999999,,,2010-11-01,1.39
Uurnog Uurnlimited,no,no,Week Long Deal,not the lowest price,0.75,8.24,0.7334999999999999,,,2017-11-01,2.06
PUSSY 2,no,no,Week Long Deal,,0.72,0.97,0.7333,,,2019-03-01,
Jewel Match Atlantis Solitaire - Collector's Edition,no,no,,,0.75,6.72,0.7332,,,2019-11-01,
Egyptian Senet,no,no,Week Long Deal,,0.9,0.86,0.733,,,2015-08-01,
Age of Fear 4: The Iron Killer,no,no,,not the lowest price,0.5,29.99,0.733,,,2021-04-01,20.99
Deadly 30,no,no,,,0.9,0.84,0.7328,,,2014-01-01,
Bridge Constructor: The Walking Dead,no,no,,not the lowest price,0.85,3.1,0.7328,,,2020-11-01,2.06
Dungeons of Sundaria,no,no,,not the lowest price,0.33,25.45,0.7328,,,2022-07-01,18.99
Super Jigsaw Puzzle: Space,no,no,Week Long Deal,,0.9,1.08,0.7326999999999999,,,2018-10-01,
Alice Trapped Beyond Wonderland,no,no,,not the lowest price,0.7,3.26,0.7326999999999999,,,2021-08-01,1.08
69 Lisa Love,no,no,Week Long Deal,,0.7,1.34,0.7326999999999999,,,2021-10-01,
69 Samantha Love,no,no,Week Long Deal,,0.7,1.34,0.7326999999999999,,,2021-10-01,
Sex Girlfriend Simulator,no,no,,not the lowest price,0.69,1.39,0.7326999999999999,,,2021-12-01,1.12
Rabbit: Jigsaw Puzzles,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.7326999999999999,,,2018-04-01,1.14
Mystery at Stonyford Bridge,no,no,,,0.9,1.08,0.7326,,,2019-10-01,
The Legends of Tynedale,no,no,,new historical low,0.9,3.29,0.7326,,,2022-02-01,3.29
1001 Jigsaw. Cute Cats 2,no,no,Week Long Deal,not the lowest price,0.9,1.69,0.7326,,,2022-08-01,1.08
Slime-san: Blackbird's Kraken,no,no,,,0.8,1.67,0.7326,,,2017-07-01,
Sparklite,no,no,Week Long Deal,,0.8,9.49,0.7326,,,2019-11-01,
Santa's Holiday,no,no,Week Long Deal,,0.8,4.13,0.7326,,,2019-12-01,
MIBT,no,no,,not the lowest price,0.8,2.17,0.7326,,,2020-08-01,1.63
Meteor Blasters,no,no,,not the lowest price,0.8,2.89,0.7326,,,2022-04-01,1.44
32 in 1 Game Special,no,no,Week Long Deal,,0.8,1.29,0.7326,,,2022-10-01,
Age of Heroes: The Beginning,no,no,Week Long Deal,,0.8,4.13,0.7326,,,2022-10-01,
Fumpers,no,no,,new historical low,0.8,1.39,0.7326,,,2023-02-01,1.39
Skiing Frenzy,no,no,,,0.72,0.97,0.7326,,,2023-04-01,
"Jump Up, Jerry!",no,no,,,0.72,0.97,0.7326,,,2023-04-01,
Subcube,no,no,Week Long Deal,not the lowest price,0.7,4.13,0.7326,,,2019-10-01,1.23
Ki11er Clutter,no,no,,not the lowest price,0.7,6.2,0.7326,,,2021-08-01,5.17
ELEVATED,no,no,,not the lowest price,0.7,3.71,0.7326,,,2022-04-01,3.09
The Last Man,no,no,,,0.7,4.34,0.7326,,,2022-05-01,
Ice Nosfe,no,no,Week Long Deal,not the lowest price,0.7,3.14,0.7326,,,2022-12-01,2.09
うんこタイピング,no,no,,new historical low,0.6,8.27,0.7326,,,2022-11-01,8.27
Geneticognito,no,no,,not the lowest price,0.5,3.14,0.7326,,,2017-06-01,1.57
Animal Rivals: Up In The Air,no,no,Week Long Deal,not the lowest price,0.5,12.44,0.7326,,,2022-04-01,3.73
SANONTA - Finnish Proverb Game,no,no,Week Long Deal,,0.5,3.49,0.7326,,,2022-12-01,
Limited Lifetime Corp,no,no,Week Long Deal,,0.5,5.44,0.7326,,,2022-08-01,
Clutter's Greatest Hits - Collector's Edition,no,no,,new historical low,0.4,16.73,0.7326,,,2022-12-01,16.73
Panmorphia: Awakened,no,no,Week Long Deal,not the lowest price,0.25,17.62,0.7326,,,2022-04-01,10.86
Susurye of Shadows,no,no,,not the lowest price,0.2,8.39,0.7326,,,2023-01-01,7.86
Miwa: The Sacred Fox,no,no,Week Long Deal,new historical low,0.2,30.79,0.7326,,,2023-06-01,30.79
Xanthiom Zero,no,no,Introductory Offer,new historical low,0.2,13.59,0.7326,,,2023-07-01,13.59
D Life,no,no,,,0.15,19.97,0.7326,,,2023-06-01,
I commissioned some frogs,no,no,Week Long Deal,not the lowest price,0.1,12.41,0.7326,,,2023-04-01,11.72
Cars vs Train,no,no,,not the lowest price,0.9,12.19,0.7325,,,2023-01-01,0.61
My Goddess of Love,no,no,Week Long Deal,not the lowest price,0.5,5.44,0.7325,,,2020-04-01,2.17
Snowman Adventure,no,no,,,0.5,1.14,0.7325,,,2022-01-01,
Fight Angel Special Edition,no,no,,,0.7,11.39,0.7323999999999999,,,2019-12-01,
Initial Drift Online,no,no,,not the lowest price,0.75,2.72,0.7323000000000001,,,2023-03-01,1.08
FatSheep Crisis,no,no,Week Long Deal,not the lowest price,0.15,11.72,0.7322,,,2023-05-01,10.34
Sweet and Cute,no,no,,,0.81,0.85,0.7321,,,2020-08-01,
Gothic Girls,no,no,,,0.81,0.85,0.7321,,,2020-09-01,
Glasses and Girls,no,no,,,0.81,0.85,0.7321,,,2020-10-01,
Jewel Match Solitaire 2 Collector's Edition,no,no,,,0.75,6.72,0.7321,,,2019-04-01,
The Far Kingdoms: Age of Solitaire,no,no,,not the lowest price,0.3,7.62,0.732,,,2018-12-01,4.35
The Adventures of Jason and the Argonauts,no,no,,not the lowest price,0.2,8.71,0.732,,,2019-02-01,4.9
JETBOY,no,no,Week Long Deal,not the lowest price,0.9,1.23,0.7319,,,2021-05-01,1.19
TAL: Wizard's Adventures,no,no,,,0.9,1.08,0.7319,,,2019-12-01,
Secrets of Magic 5: Back to School,no,no,Week Long Deal,,0.8,4.13,0.7319,,,2021-10-01,
Sunny Beach,no,no,,,0.8,4.55,0.7319,,,2021-10-01,
SECOND WORLD,no,no,,not the lowest price,0.75,14.99,0.7319,,,2022-03-01,4.55
FIRE HEAT,no,no,,not the lowest price,0.75,11.87,0.7319,,,2022-05-01,9.49
Runes,no,no,,,0.69,0.67,0.7319,,,2016-11-01,
PUZZLE: LANDSCAPES,no,no,,,0.68,0.72,0.7319,,,2018-08-01,
Space Drone: Rescue Mission,no,no,Week Long Deal,not the lowest price,0.6,2.79,0.7319,,,2021-08-01,1.79
StudioS Fighters: Climax Champions,no,no,,not the lowest price,0.5,16.49,0.7319,,,2022-06-01,10.34
Lost Keys,no,no,,not the lowest price,0.3,3.14,0.7319,,,2020-12-01,1.79
Fairy Girl,no,no,,,0.25,1.71,0.7319,,,2022-11-01,
OpenFlower,no,no,,new historical low,0.2,23.99,0.7319,,,2023-06-01,23.99
The Chronicles of Joseph of Egypt,no,no,,not the lowest price,0.1,9.0,0.7319,,,2019-10-01,5.0
The Witcher Adventure Game,no,no,,,0.85,2.99,0.7317,,,2014-11-01,
American Theft 80s,no,no,,not the lowest price,0.4,35.99,0.7315999999999999,,,2022-06-01,26.59
Tower Walker: MMO Grind Simulator,no,no,Week Long Deal,not the lowest price,0.1,18.62,0.7315999999999999,,,2023-02-01,17.58
Dungeon Journey,no,no,Week Long Deal,,0.81,0.81,0.7313,,,2016-06-01,
Save Their Souls,no,no,,,0.71,0.66,0.7313,,,2017-04-01,
LogicBots,no,no,Week Long Deal,,0.8,7.39,0.7312000000000001,,,2017-02-01,
Marine Park Empire,no,no,,,0.75,3.49,0.7311,,,2004-08-01,
Hacker Simulator,no,no,,not the lowest price,0.35,47.21,0.731,,,2021-10-01,14.24
Hentai Shooter 3D,no,no,,,0.71,0.66,0.7309,,,2018-09-01,
Black & White,no,no,,,0.1,42.29,0.7309,,,2023-03-01,
Shadows: Awakening,no,no,Week Long Deal,not the lowest price,0.67,45.87,0.7308,,,2018-08-01,15.8
Milky Way Map,no,no,Week Long Deal,,0.5,1.14,0.7308,,,2018-03-01,
The Divine Invasion,no,no,,not the lowest price,0.94,14.38,0.7306,,,2020-08-01,3.71
Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,no,no,Week Long Deal,not the lowest price,0.6,11.59,0.7306,,,2009-10-01,2.89
Call Of Unity,no,no,,,0.71,0.66,0.7304999999999999,,,2021-10-01,
Pretty Girls Mahjong Solitaire,no,no,,not the lowest price,0.6,4.19,0.7304999999999999,,,2015-08-01,1.15
Between the Stars,no,no,,not the lowest price,0.35,37.69,0.7304999999999999,,,2019-05-01,26.59
Sakura Knight,no,no,Week Long Deal,not the lowest price,0.75,5.17,0.7304,,,2020-01-01,4.13
Bridge Constructor,no,no,,not the lowest price,0.85,2.54,0.7303000000000001,,,2013-10-01,1.69
2Dark,no,no,,,0.9,7.9,0.7302,,,2017-03-01,
Hentai Cosplay Elf,no,no,,,0.81,0.85,0.7302,,,2019-09-01,
Cyber Crush 2069,no,no,Week Long Deal,not the lowest price,0.55,2.02,0.7302,,,2020-12-01,1.97
Naked Story (Sports Festival Ver),no,no,,not the lowest price,0.52,9.83,0.73,,,2020-02-01,4.47
MITE - Terror in the forest,no,no,Week Long Deal,not the lowest price,0.3,7.34,0.73,,,2023-04-01,5.24
Tower Hunter: Erza's Trial,no,no,,not the lowest price,0.23,26.94,0.73,,,2019-10-01,7.69
My Strange Girlfriends,no,no,,,0.81,0.85,0.7299,,,2020-04-01,
Pixel Puzzles 2: Birds,no,no,Week Long Deal,,0.9,1.08,0.7298,,,2015-02-01,
Thief,no,no,,,0.85,8.39,0.7297,,,2014-02-01,
Green Hell VR,no,no,,not the lowest price,0.4,28.49,0.7297,,,2022-06-01,23.74
Slave Princess Sarah,no,no,,not the lowest price,0.5,23.49,0.7293999999999999,,,2020-12-01,14.49
NejicomiSimulator TMA01 - Continuous orgasm training of a big-boob maid with a powerful piston dildo! - (Gapping),no,no,,,0.2,57.6,0.7293999999999999,,,2023-04-01,
Firelight Fantasy: Resistance,no,no,,not the lowest price,0.9,3.29,0.7293000000000001,,,2021-07-01,1.23
Fragmented Mind,no,no,,,0.81,0.85,0.7293000000000001,,,2021-02-01,
LIBERATED,no,no,,,0.8,7.59,0.7291,,,2020-07-01,
NeuraGun,no,no,,not the lowest price,0.94,14.38,0.7290000000000001,,,2022-01-01,3.99
Hot Hentai Puzzle Vol.1,no,no,,not the lowest price,0.52,3.34,0.7290000000000001,,,2020-12-01,0.66
Secrets of Magic 2: Witches and Wizards,no,no,Week Long Deal,,0.8,3.99,0.7286,,,2017-10-01,
Pixel Artist,no,no,Week Long Deal,,0.75,6.72,0.7286,,,2022-03-01,
GravKitten,no,no,Week Long Deal,,0.72,0.97,0.7286,,,2021-01-01,
Joy Climb,no,no,Week Long Deal,,0.66,0.77,0.7286,,,2018-03-01,
Smashing Spirits: Brazil's First Boxer,no,no,,not the lowest price,0.6,5.51,0.7286,,,2020-09-01,1.65
Ancient Aliens: The Game,no,no,Week Long Deal,,0.35,24.69,0.7286,,,2022-09-01,
Spire Horizon,no,no,Introductory Offer,new historical low,0.15,28.04,0.7286,,,2023-07-01,28.04
Sakura Beach 2,no,no,Week Long Deal,not the lowest price,0.75,4.99,0.7284999999999999,,,2015-11-01,3.99
MOAI 4: Terra Incognita Collector’s Edition,no,no,Week Long Deal,not the lowest price,0.9,2.64,0.7279000000000001,,,2016-06-01,1.59
Block Breaker,no,no,,not the lowest price,0.75,14.99,0.7279000000000001,,,2022-04-01,4.55
Pilots Of Darsalon,no,no,Week Long Deal,not the lowest price,0.5,4.99,0.7279000000000001,,,2020-05-01,3.99
Sacrifice Your Friends,no,no,,not the lowest price,0.3,32.89,0.7279000000000001,,,2022-10-01,17.39
Girls Love Toys,no,no,,,0.81,1.32,0.7276,,,2023-04-01,
Reagan Gorbachev,no,no,,not the lowest price,0.75,4.75,0.7276,,,2016-02-01,1.9
Araka~JK Exorcist Horror RPG,no,no,,new historical low,0.17,61.41,0.7276,,,2023-05-01,61.41
Get Ogre It,no,no,,,0.85,3.73,0.7275,,,2020-11-01,
Bottle,no,no,,new historical low,0.25,2.61,0.7275,,,2023-05-01,2.61
Phantom Doctrine,no,no,,not the lowest price,0.8,21.59,0.7273999999999999,,,2018-08-01,7.54
WIN THE GAME: WTF!,no,no,,,0.71,0.66,0.7273999999999999,,,2018-06-01,
磨难之间 SUFFERING: Reincarnation of Sins,no,no,,new historical low,0.3,23.09,0.7273999999999999,,,2021-05-01,23.09
Furry Meow,no,no,,,0.71,0.66,0.727,,,2022-11-01,
Volume,no,no,,,0.8,7.39,0.7269,,,2015-08-01,
Narcosis,no,no,Week Long Deal,not the lowest price,0.5,14.49,0.7264,,,2017-03-01,5.79
The Library of Babel,no,no,,not the lowest price,0.1,52.19,0.7263,,,2023-04-01,33.29
Sniper Elite V2 Remastered,no,no,,not the lowest price,0.75,16.49,0.726,,,2019-05-01,14.48
Dances and Girls,no,no,,,0.81,0.85,0.7259,,,2020-10-01,
Oculto,no,no,Week Long Deal,not the lowest price,0.7,1.94,0.7259,,,2019-03-01,1.29
Anthology of Fear,no,no,Week Long Deal,not the lowest price,0.2,26.39,0.7259,,,2023-03-01,23.09
Deepening Fire,no,no,,new historical low,0.5,19.24,0.7254999999999999,,,2023-04-01,19.24
Game Royale 2 - The Secret of Jannis Island,no,no,,,0.9,1.04,0.7252,,,2016-12-01,
Ages of Mages: The last keeper,no,no,Week Long Deal,not the lowest price,0.5,12.44,0.7251000000000001,,,2019-08-01,7.46
EBOLA 3,no,no,,not the lowest price,0.3,41.99,0.7251000000000001,,,2022-09-01,24.41
Glimmer in Mirror,no,no,,not the lowest price,0.1,35.1,0.725,,,2023-01-01,31.2
Monster Girl Fantasy,no,no,,not the lowest price,0.5,13.24,0.7248,,,2019-04-01,4.97
Burgle Bros.,no,no,,not the lowest price,0.25,6.51,0.7248,,,2017-11-01,4.34
